"GEOGRAPHY_CODE","GEOGRAPHY_NAME","Female","Female","Male","Male","Total","Total"
"E36003617","Shepway South",10,10,10,10,25,20
"E36003618","South",10,10,5,10,25,15
"E36003619","Staplehurst",5,0,0,5,5,5
"E36003620","Sutton Valence and Langley",0,0,0,0,0,0
"E36003621","Ash and New Ash Green",5,5,5,0,5,10
"E36003622","Brasted, Chevening and Sundridge",0,0,0,0,5,0
"E36003623","Cowden and Hever",0,0,0,0,0,0
"E36003624","Crockenhill and Well Hill",0,0,0,0,5,0
"E36003625","Dunton Green and Riverhead",0,0,0,5,5,5
"E36003626","Edenbridge North and East",0,0,5,5,5,5
"E36003627","Edenbridge South and West",0,5,0,5,5,5
"E36003628","Eynsford",0,0,0,0,0,0
"E36003629","Farningham, Horton Kirby and South Darenth",0,5,5,0,0,10
"E36003630","Fawkham and West Kingsdown",0,0,0,5,5,0
"E36003631","Halstead, Knockholt and Badgers Mount",0,5,0,0,0,5
"E36003632","Hartley and Hodsoll Street",0,0,0,5,5,0
"E36003633","Hextable",5,0,0,5,5,5
"E36003634","Kemsing",5,0,0,5,5,5
"E36003635","Leigh and Chiddingstone Causeway",0,0,0,0,0,0
"E36003636","Otford and Shoreham",0,0,0,0,0,5
"E36003637","Penshurst, Fordcombe and Chiddingstone",0,0,0,0,0,0
"E36003638","Seal and Weald",0,0,0,0,0,5
"E36003639","Sevenoaks Eastern",0,5,0,5,5,5
"E36003640","Sevenoaks Kippington",0,0,0,0,0,0
"E36003641","Sevenoaks Northern",5,0,0,0,5,0
"E36003642","Sevenoaks Town and St John's",5,0,0,0,0,10
"E36003643","Swanley Christchurch and Swanley Village",5,5,5,0,10,5
"E36003644","Swanley St Mary's",10,0,10,15,30,15
"E36003645","Swanley White Oak",5,10,5,15,20,15
"E36003646","Westerham and Crockham Hill",5,0,0,5,5,0
"E36003647","Dymchurch and St Mary's Bay",5,5,10,5,15,10
"E36003648","Elham and Stelling Minnis",0,0,0,0,0,0
"E36003649","Folkestone Cheriton",10,5,15,20,30,15
"E36003650","Folkestone East",20,10,20,20,40,30
"E36003651","Folkestone Foord",10,20,45,25,35,60
"E36003652","Folkestone Harbour",15,10,25,15,40,25
"E36003653","Folkestone Harvey Central",20,20,35,25,45,55
"E36003654","Folkestone Harvey West",0,10,10,5,10,15
"E36003655","Folkestone Morehall",0,0,0,15,15,5
"E36003656","Folkestone Park",5,5,20,5,30,10
"E36003657","Folkestone Sandgate",10,5,10,5,20,5
"E36003658","Hythe Central",5,5,10,5,15,10
"E36003659","Hythe East",5,0,5,0,5,5
"E36003660","Hythe West",5,0,15,5,15,5
"E36003661","Lydd",5,5,5,20,25,15
"E36003662","Lympne and Stanford",0,0,5,0,5,0
"E36003663","New Romney Coast",5,0,0,5,0,10
"E36003664","New Romney Town",0,10,5,5,5,15
"E36003665","North Downs East",15,15,20,5,20,35
"E36003666","North Downs West",0,0,0,5,5,5
"E36003667","Romney Marsh",5,0,5,5,5,5
"E36003668","Tolsford",0,0,0,0,0,0
"E36003669","Abbey",10,5,15,0,25,5
"E36003670","Borden",5,0,5,0,5,5
"E36003671","Boughton and Courtenay",0,5,5,5,10,10
"E36003672","Chalkwell",15,5,20,15,35,20
"E36003673","Davington Priory",15,10,20,5,30,10
"E36003674","East Downs",0,0,0,5,5,0
"E36003675","Grove",15,5,10,20,35,15
"E36003676","Hartlip, Newington and Upchurch",5,5,10,5,15,10
"E36003677","Iwade and Lower Halstow",10,5,5,5,15,5
"E36003678","Kemsley",15,10,20,20,35,30
"E36003679","Leysdown and Warden",10,0,10,10,20,10
"E36003680","Milton Regis",20,5,20,10,40,20
"E36003681","Minster Cliffs",15,5,15,15,30,20
"E36003682","Murston",15,10,20,35,50,30
"E36003683","Queenborough and Halfway",15,10,20,0,35,10
"E36003684","Roman",5,10,15,5,25,10
"E36003685","Sheerness East",50,25,30,40,90,55
"E36003686","Sheerness West",30,25,50,20,45,80
"E36003687","Sheppey Central",15,20,45,25,65,40
"E36003688","St Ann's",10,5,5,10,20,5
"E36003689","St Michaels",5,10,15,15,25,20
"E36003690","Teynham and Lynsted",10,5,10,5,20,10
"E36003691","Watling",5,0,5,10,15,10
"E36003692","West Downs",5,0,0,0,5,0
"E36003693","Woodstock",5,5,10,0,10,5
"E36003694","Beacon Road",10,5,15,25,35,20
"E36003695","Birchington North",5,5,5,5,10,5
"E36003696","Birchington South",10,5,5,20,25,10
"E36003697","Bradstowe",0,0,5,5,5,5
"E36003698","Central Harbour",30,15,45,15,75,30
"E36003699","Cliffsend and Pegwell",5,5,10,5,10,10
"E36003700","Cliftonville East",5,5,10,5,15,10
"E36003701","Cliftonville West",50,40,50,70,95,110
"E36003702","Dane Valley",25,25,55,45,75,70
"E36003703","Eastcliff",25,25,35,30,60,55
"E36003704","Garlinge",15,10,15,15,30,25
"E36003705","Kingsgate",0,0,5,0,0,5
"E36003706","Margate Central",20,35,40,25,75,45
"E36003707","Nethercourt",5,10,15,5,25,10
"E36003708","Newington",20,15,30,30,50,45
"E36003709","Northwood",15,20,25,35,55,35
"E36003710","Salmestone",15,10,15,25,40,20
"E36003711","Sir Moses Montefiore",10,5,10,25,35,20
"E36003712","St Peters",10,5,5,10,20,10
"E36003713","Thanet Villages",10,5,5,15,20,15
"E36003714","Viking",5,5,15,20,25,20
"E36003715","Westbrook",5,5,10,10,15,15
"E36003716","Westgate-on-Sea",10,10,10,20,30,20
"E36003717","Aylesford",5,5,0,10,15,5
"E36003718","Blue Bell Hill and Walderslade",0,0,0,5,0,5
"E36003719","Borough Green and Long Mill",5,5,0,5,10,5
"E36003720","Burham, Eccles and Wouldham",5,0,0,5,10,0
"E36003721","Cage Green",5,0,5,0,5,5
"E36003722","Castle",5,5,5,5,10,15
"E36003723","Ditton",0,0,0,5,5,5
"E36003724","Downs",0,5,0,0,0,5
"E36003725","East Malling",10,5,5,10,20,10
"E36003726","East Peckham and Golden Green",0,0,5,5,5,5
"E36003727","Hadlow, Mereworth and West Peckham",5,0,5,0,5,10
"E36003728","Higham",5,0,0,0,5,5
"E36003729","Hildenborough",5,0,0,0,5,0
"E36003730","Ightham",0,0,0,0,0,0
"E36003731","Judd",5,5,10,10,10,10
"E36003732","Kings Hill",5,5,5,0,5,5
"E36003733","Larkfield North",5,5,0,0,10,5
"E36003734","Larkfield South",5,5,0,5,5,5
"E36003735","Medway",10,5,10,5,10,20
"E36003736","Snodland East",5,0,5,10,20,10
"E36003737","Snodland West",5,5,5,10,10,15
"E36003738","Trench",5,5,10,5,15,10
"E36003739","Vauxhall",10,0,5,0,10,5
"E36003740","Wateringbury",0,0,0,0,0,0
"E36003741","West Malling and Leybourne",5,0,5,0,10,5
"E36003742","Wrotham",0,0,0,0,0,0
"E36003743","Benenden and Cranbrook",5,0,5,5,10,5
"E36003744","Brenchley and Horsmonden",0,10,5,0,5,15
"E36003745","Broadwater",5,0,0,0,5,0
"E36003746","Capel",5,0,0,0,5,0
"E36003747","Culverden",10,0,10,5,25,5
"E36003748","Frittenden and Sissinghurst",0,0,0,0,0,0
"E36003749","Goudhurst and Lamberhurst",0,0,0,5,5,0
"E36003750","Hawkhurst and Sandhurst",0,5,0,5,5,5
"E36003751","Paddock Wood East",5,0,5,5,5,5
"E36003752","Paddock Wood West",0,5,0,5,5,0
"E36003753","Pantiles and St Mark's",5,0,0,5,5,0
"E36003754","Park",5,5,0,5,5,10
"E36003755","Pembury",5,0,0,5,5,5
"E36003756","Rusthall",0,0,5,5,5,10
"E36003757","Sherwood",10,10,10,10,20,15
"E36003758","Southborough and High Brooms",10,5,10,10,20,10
"E36003759","Southborough North",0,0,5,5,5,5
"E36003760","Speldhurst and Bidborough",0,0,5,0,5,0
"E36003761","St James'",5,5,5,0,5,10
"E36003762","St John's",0,5,0,5,5,5
"E36003763","Bank Hall",15,30,35,30,50,60
"E36003764","Briercliffe",5,5,5,5,10,10
"E36003765","Brunshaw",15,15,30,10,25,45
"E36003766","Cliviger with Worsthorne",0,0,5,5,5,5
"E36003767","Coal Clough with Deerplay",10,5,15,5,15,20
"E36003768","Daneshouse with Stoneyholme",30,20,25,25,55,40
"E36003769","Gannow",20,10,25,15,20,45
"E36003770","Gawthorpe",20,15,20,30,40,45
"E36003771","Hapton with Park",10,5,5,15,20,20
"E36003772","Lanehead",10,10,15,10,20,20
"E36003773","Queensgate",20,15,15,20,35,35
"E36003774","Rosegrove with Lowerhouse",15,15,30,20,35,45
"E36003775","Rosehill with Burnley Wood",15,10,20,25,35,35
"E36003776","Trinity",35,25,35,45,80,60
"E36003777","Whittlefield with Ightenhill",10,5,5,10,20,10
"E36003778","Adlington and Anderton",10,5,5,5,10,10
"E36003779","Astley and Buckshaw",5,5,5,5,10,15
"E36003780","Brindle and Hoghton",0,0,0,0,0,0
"E36003781","Chisnall",5,0,0,0,5,5
"E36003782","Chorley East",10,15,15,15,30,25
"E36003783","Chorley North East",10,5,5,20,25,15
"E36003784","Chorley North West",5,5,5,5,10,10
"E36003785","Chorley South East",10,15,20,15,25,35
"E36003786","Chorley South West",15,10,15,25,40,25
"E36003787","Clayton-le-Woods and Whittle-le-Woods",5,0,5,5,10,5
"E36003788","Clayton-le-Woods North",5,15,20,15,35,20
"E36003789","Clayton-le-Woods West and Cuerden",5,0,5,0,5,5
"E36003790","Coppull",10,5,10,10,20,15
"E36003791","Eccleston and Mawdesley",5,0,5,5,10,10
"E36003792","Euxton North",0,5,0,5,10,5
"E36003793","Euxton South",0,0,0,0,0,0
"E36003794","Heath Charnock and Rivington",0,0,0,5,5,0
"E36003795","Lostock",0,0,0,5,5,5
"E36003796","Pennine",0,0,0,0,0,5
"E36003797","Wheelton and Withnell",0,0,0,5,5,0
"E36003798","Ansdell",0,0,0,0,0,0
"E36003799","Ashton",5,0,0,5,10,5
"E36003800","Central",10,5,10,10,20,15
"E36003801","Clifton",0,0,0,0,0,0
"E36003802","Elswick and Little Eccleston",0,0,0,0,0,0
"E36003803","Fairhaven",0,0,5,5,5,5
"E36003804","Freckleton East",0,5,0,5,5,5
"E36003805","Freckleton West",0,0,0,5,5,5
"E36003806","Heyhouses",0,5,5,10,10,10
"E36003807","Kilnhouse",5,5,5,10,15,10
"E36003808","Kirkham North",5,0,0,5,10,5
"E36003809","Kirkham South",0,0,0,5,5,0
"E36003810","Medlar-with-Wesham",0,5,5,5,5,10
"E36003811","Newton and Treales",0,0,5,0,0,5
"E36003812","Park",5,0,0,10,10,0
"E36003813","Ribby-with-Wrea",0,0,0,0,0,5
"E36003814","Singleton and Greenhalgh",0,0,0,0,0,0
"E36003815","St Johns",0,5,10,5,5,15
"E36003816","St Leonards",5,0,5,0,10,5
"E36003817","Staining and Weeton",5,0,5,0,5,0
"E36003818","Warton and Westby",0,5,5,5,10,5
"E36003819","Altham",10,5,15,10,25,20
"E36003820","Barnfield",20,10,10,20,40,20
"E36003821","Baxenden",5,0,5,0,5,5
"E36003822","Central",25,5,20,30,30,60
"E36003823","Church",15,25,25,20,50,30
"E36003824","Clayton-le-Moors",10,5,10,20,15,25
"E36003825","Huncoat",5,5,5,5,10,10
"E36003826","Immanuel",5,5,10,5,10,20
"E36003827","Milnshaw",10,5,5,15,15,20
"E36003828","Netherton",10,10,15,20,35,25
"E36003829","Overton",0,5,5,10,10,15
"E36003830","Peel",10,15,20,15,35,25
"E36003831","Rishton",15,15,15,10,30,25
"E36003832","Spring Hill",20,25,25,20,50,45
"E36003833","St Andrew's",10,5,10,15,15,25
"E36003834","St Oswald's",5,5,5,15,15,10
"E36003835","Bare",5,0,5,5,10,5
"E36003836","Bolton-le-Sands",5,0,5,0,5,5
"E36003837","Bulk",10,10,10,25,35,20
"E36003838","Carnforth",0,5,10,0,5,10
"E36003839","Castle",5,15,25,15,20,40
"E36003840","Duke's",10,0,5,0,15,0
"E36003841","Ellel,University",5,0,5,5,5,5
"E36003842","Halton-with-Aughton",0,0,0,0,0,5
"E36003843","Harbour",20,15,35,15,50,35
"E36003844","Heysham Central",5,5,0,10,15,5
"E36003845","Heysham North",20,15,25,20,45,35
"E36003846","Heysham South",10,15,10,10,20,30
"E36003847","John O'Gaunt",5,5,5,5,10,10
"E36003848","Kellet",0,0,0,0,0,0
"E36003849","Lower Lune Valley",5,0,0,0,5,5
"E36003850","Overton",0,0,5,5,5,10
"E36003851","Poulton",10,15,40,20,35,60
"E36003852","Scotforth East",5,0,5,5,5,10
"E36003853","Scotforth West",10,5,5,5,10,10
"E36003854","Silverdale",0,0,0,0,0,0
"E36003855","Skerton East",15,20,20,10,35,30
"E36003856","Skerton West",15,20,30,25,40,50
"E36003857","Slyne-with-Hest",0,0,0,0,0,5
"E36003858","Torrisholme",5,0,5,5,5,10
"E36003859","Upper Lune Valley",0,0,0,0,0,0
"E36003860","Warton",0,0,5,0,5,5
"E36003861","Westgate",10,10,10,25,35,20
"E36003862","Barrowford",5,0,0,5,5,5
"E36003863","Blacko and Higherford",0,0,0,0,0,0
"E36003864","Boulsworth",0,5,0,0,5,0
"E36003865","Bradley",15,15,10,25,30,40
"E36003866","Brierfield",15,10,15,10,30,20
"E36003867","Clover Hill",10,10,20,20,30,30
"E36003868","Coates",0,5,10,0,15,5
"E36003869","Craven",0,0,0,0,5,5
"E36003870","Earby",5,5,5,5,10,10
"E36003871","Foulridge",0,0,0,0,0,0
"E36003872","Higham and Pendleside",0,0,0,0,0,0
"E36003873","Horsfield",10,10,10,5,20,20
"E36003874","Marsden",5,10,5,5,10,15
"E36003875","Old Laund Booth",0,0,0,0,0,0
"E36003876","Reedley",0,0,10,10,15,10
"E36003877","Southfield",15,15,20,15,30,40
"E36003878","Vivary Bridge",10,5,10,10,15,20
"E36003879","Walverden",10,5,10,10,15,20
"E36003880","Waterside",10,10,20,10,25,20
"E36003881","Whitefield",5,5,10,5,15,15
"E36003882","Ashton",10,5,10,10,20,10
"E36003883","Brookfield",5,10,5,20,25,15
"E36003884","Cadley",5,0,5,5,10,5
"E36003885","College",0,0,5,5,5,5
"E36003886","Deepdale",15,5,10,5,25,15
"E36003887","Fishwick",15,15,20,20,35,35
"E36003888","Garrison",5,5,10,5,10,5
"E36003889","Greyfriars",5,5,5,0,5,5
"E36003890","Ingol",10,5,15,10,20,20
"E36003891","Larches",10,20,15,15,25,35
"E36003892","Lea",5,5,15,0,20,5
"E36003893","Moor Park",10,10,20,15,30,25
"E36003894","Preston Rural East",0,0,5,0,5,5
"E36003895","Preston Rural North",0,0,5,0,5,5
"E36003896","Ribbleton",25,10,25,30,50,35
"E36003897","Riversway",10,15,30,20,35,40
"E36003898","Sharoe Green",5,5,0,10,15,5
"E36003899","St George's",25,10,25,35,60,40
"E36003900","St Matthew's",30,20,20,30,50,50
"E36003901","Town Centre",25,20,25,35,50,60
"E36003902","Tulketh",15,15,20,25,35,40
"E36003903","University",5,5,15,10,15,20
"E36003904","Aighton, Bailey and Chaigley",0,0,0,0,0,0
"E36003905","Alston and Hothersall",5,0,0,0,0,5
"E36003906","Billington and Old Langho",0,0,0,0,0,0
"E36003907","Bowland, Newton and Slaidburn",0,0,0,0,0,0
"E36003908","Chatburn",0,0,0,0,0,5
"E36003909","Chipping",0,0,0,0,0,0
"E36003910","Clayton-le-Dale with Ramsgreave",0,0,0,0,0,0
"E36003911","Derby and Thornley",0,0,0,0,0,5
"E36003912","Dilworth",0,0,0,5,0,5
"E36003913","Edisford and Low Moor",5,0,5,0,5,5
"E36003914","Gisburn, Rimington",0,0,0,0,0,0
"E36003915","Langho",0,5,0,0,0,5
"E36003916","Littlemoor",0,5,5,5,10,5
"E36003917","Mellor",0,0,0,0,0,0
"E36003918","Primrose",0,5,0,5,5,5
"E36003919","Read and Simonstone",0,0,5,0,5,5
"E36003920","Ribchester",0,0,0,0,0,0
"E36003921","Sabden",0,0,0,0,0,0
"E36003922","Salthill",5,0,5,5,10,5
"E36003923","St Mary's",0,0,0,5,5,0
"E36003924","Waddington and West Bradford",0,0,0,0,0,0
"E36003925","Whalley",0,0,5,0,0,5
"E36003926","Wilpshire",0,0,0,5,5,0
"E36003927","Wiswell and Pendleton",0,0,0,0,0,0
"E36003928","Cribden",5,0,5,10,10,10
"E36003929","Eden",0,0,5,5,5,5
"E36003930","Facit and Shawforth",10,5,10,5,15,15
"E36003931","Goodshaw",0,0,0,5,5,5
"E36003932","Greenfield",10,0,5,10,20,5
"E36003933","Greensclough",15,10,10,15,15,30
"E36003934","Hareholme",5,10,5,20,10,25
"E36003935","Healey and Whitworth",5,5,10,10,15,20
"E36003936","Helmshore",5,5,5,5,5,10
"E36003937","Irwell",10,20,10,25,20,45
"E36003938","Longholme",10,5,10,15,30,10
"E36003939","Stacksteads",10,10,15,10,20,20
"E36003940","Whitewell",10,5,5,5,15,15
"E36003941","Worsley",25,15,15,25,50,30
"E36003942","Bamber Bridge East",5,5,10,10,10,15
"E36003943","Bamber Bridge North",5,5,5,5,10,10
"E36003944","Bamber Bridge West",5,5,5,5,10,15
"E36003945","Broad Oak",5,0,5,5,10,5
"E36003946","Charnock",10,5,5,0,5,10
"E36003947","Coupe Green and Gregson Lane",0,0,0,0,5,0
"E36003948","Earnshaw Bridge",10,5,5,0,10,10
"E36003949","Farington East",0,0,0,5,5,0
"E36003950","Farington West",0,5,5,5,10,5
"E36003951","Golden Hill",5,10,0,10,10,20
"E36003952","Howick and Priory",0,0,5,0,0,5
"E36003953","Kingsfold",10,10,10,10,20,15
"E36003954","Leyland Central",0,5,5,10,15,5
"E36003955","Leyland St. Ambrose",5,10,5,5,15,10
"E36003956","Leyland St. Mary's",0,0,0,5,5,5
"E36003957","Little Hoole and Much Hoole",0,0,5,5,5,5
"E36003958","Longton and Hutton West",5,0,0,0,5,0
"E36003959","Lostock Hall",5,5,5,0,10,5
"E36003960","Lowerhouse",10,10,10,15,30,20
"E36003961","Middleforth",0,0,5,0,5,5
"E36003962","Moss Side",5,5,5,10,10,10
"E36003963","New Longton and Hutton East",0,0,0,5,5,0
"E36003964","Samlesbury and Walton",0,0,5,5,5,5
"E36003965","Seven Stars",5,5,5,10,15,5
"E36003966","Tardy Gate",0,5,0,5,5,5
"E36003967","Walton-le-Dale",0,0,0,5,5,0
"E36003968","Whitefield",0,0,5,0,0,5
"E36003969","Ashurst",10,0,15,10,20,15
"E36003970","Aughton and Downholland",0,0,5,0,0,5
"E36003971","Aughton Park",0,0,0,5,5,0
"E36003972","Bickerstaffe",0,0,0,0,0,0
"E36003973","Birch Green",10,10,10,20,30,20
"E36003974","Burscough East",0,0,0,0,5,5
"E36003975","Burscough West",0,5,0,5,0,10
"E36003976","Derby",5,0,5,10,15,5
"E36003977","Digmoor",20,10,25,30,50,35
"E36003978","Halsall",5,0,0,0,5,0
"E36003979","Hesketh-with-Becconsall",0,0,0,0,5,0
"E36003980","Knowsley",5,0,5,5,5,5
"E36003981","Moorside",10,10,15,15,30,25
"E36003982","Newburgh",0,0,0,0,0,0
"E36003983","North Meols",0,5,5,10,10,10
"E36003984","Parbold",0,0,0,0,5,0
"E36003985","Rufford",0,0,0,5,5,0
"E36003986","Scarisbrick",5,0,0,5,10,0
"E36003987","Scott",5,5,10,10,10,15
"E36003988","Skelmersdale North",5,15,10,10,25,15
"E36003989","Skelmersdale South",10,5,5,10,20,15
"E36003990","Tanhouse",15,15,20,25,35,35
"E36003991","Tarleton",5,5,5,5,10,10
"E36003992","Up Holland",5,5,5,15,20,10
"E36003993","Wrightington",0,0,0,5,5,5
"E36003994","Bourne",5,5,5,15,20,5
"E36003995","Breck",0,0,0,0,0,0
"E36003996","Brock",0,0,0,0,0,0
"E36003997","Cabus",0,0,0,0,0,5
"E36003998","Calder",0,0,0,0,5,0
"E36003999","Carleton",0,0,0,5,5,0
"E36004000","Catterall",0,0,5,0,0,5
"E36004001","Cleveleys Park",0,5,5,10,10,10
"E36004002","Garstang",0,0,0,0,0,0
"E36004003","Great Eccleston",0,0,0,0,5,5
"E36004004","Hambleton and Stalmine-with-Staynall",0,0,0,5,5,0
"E36004005","Hardhorn",0,5,0,5,5,5
"E36004006","High Cross",5,0,0,5,10,5
"E36004007","Jubilee",0,5,5,5,10,10
"E36004008","Mount",5,5,10,10,15,15
"E36004009","Norcross",0,5,0,5,5,10
"E36004010","Park",5,5,10,5,10,20
"E36004011","Pharos",20,15,25,40,60,40
"E36004012","Pilling",0,0,0,0,0,0
"E36004013","Preesall",5,5,10,0,5,15
"E36004014","Rossall",5,10,20,20,30,20
"E36004015","Staina",0,0,5,0,5,5
"E36004016","Tithebarn",5,0,5,5,5,10
"E36004017","Victoria",0,0,5,0,5,5
"E36004018","Warren",5,5,10,15,20,15
"E36004019","Wyresdale",0,0,0,0,0,0
"E36004020","Blaby South",5,0,5,0,5,10
"E36004021","Cosby with South Whetstone",0,0,5,0,0,5
"E36004022","Countesthorpe",0,5,5,5,5,10
"E36004023","Croft Hill",0,0,5,0,5,0
"E36004024","Ellis",5,5,5,5,5,10
"E36004025","Enderby and St John's",5,5,5,5,10,10
"E36004026","Fairestone",5,0,5,0,0,10
"E36004027","Forest",0,5,5,0,5,10
"E36004028","Millfield",0,0,5,0,5,5
"E36004029","Muxloe",0,0,5,0,0,5
"E36004030","Narborough and Littlethorpe",5,0,5,5,5,10
"E36004031","Normanton",5,5,5,0,5,5
"E36004032","North Whetstone",0,5,5,0,10,5
"E36004033","Pastures",0,0,0,0,5,0
"E36004034","Ravenhurst and Fosse",5,5,20,10,20,15
"E36004035","Saxondale",0,5,10,5,15,5
"E36004036","Stanton and Flamville",5,10,10,5,20,10
"E36004037","Winstanley",10,0,5,5,15,5
"E36004038","Anstey",5,0,0,5,10,0
"E36004039","Barrow and Sileby West",5,0,0,5,10,5
"E36004040","Birstall Wanlip",0,0,10,5,10,10
"E36004041","Birstall Watermead",0,5,5,10,15,10
"E36004042","East Goscote",0,0,0,0,0,0
"E36004043","Forest Bradgate",0,0,0,0,0,5
"E36004044","Loughborough Ashby",5,0,10,10,10,10
"E36004045","Loughborough Dishley and Hathern",10,5,10,5,15,20
"E36004046","Loughborough Garendon",0,0,5,5,5,10
"E36004047","Loughborough Hastings",15,20,25,25,45,35
"E36004048","Loughborough Lemyngton",10,10,20,10,30,20
"E36004049","Loughborough Nanpantan",0,0,0,0,0,0
"E36004050","Loughborough Outwoods",0,0,5,0,10,0
"E36004051","Loughborough Shelthorpe",15,10,5,20,40,15
"E36004052","Loughborough Southfields",5,0,10,10,15,10
"E36004053","Loughborough Storer",5,5,5,20,10,25
"E36004054","Mountsorrel",5,10,5,5,10,15
"E36004055","Queniborough",5,0,0,0,5,0
"E36004056","Quorn and Mountsorrel Castle",0,0,5,5,10,5
"E36004057","Rothley and Thurcaston",0,0,5,5,5,5
"E36004058","Shepshed East",5,0,5,0,10,5
"E36004059","Shepshed West",5,0,10,5,15,5
"E36004060","Sileby",10,5,5,10,15,10
"E36004061","Syston East",10,5,5,10,15,20
"E36004062","Syston West",5,5,10,5,10,15
"E36004063","The Wolds",0,0,0,0,5,0
"E36004064","Thurmaston",10,5,10,5,5,20
"E36004065","Wreake Villages",0,0,0,0,0,0
"E36004066","Billesdon",0,0,0,0,0,0
"E36004067","Bosworth",0,0,0,0,5,0
"E36004068","Broughton Astley-Astley",0,0,0,0,5,0
"E36004069","Broughton Astley-Broughton",5,0,0,0,0,5
"E36004070","Broughton Astley-Primethorpe",0,0,0,5,5,0
"E36004071","Broughton Astley-Sutton",0,0,0,0,0,5
"E36004072","Dunton",0,0,0,0,0,5
"E36004073","Fleckney",5,5,5,0,10,5
"E36004074","Glen",5,0,0,5,5,0
"E36004075","Kibworth",5,0,0,0,5,5
"E36004076","Lubenham",5,5,0,0,5,5
"E36004077","Lutterworth Brookfield",0,0,0,0,0,0
"E36004078","Lutterworth Orchard",0,0,0,0,0,5
"E36004079","Lutterworth Springs",0,0,5,0,5,5
"E36004080","Lutterworth Swift",5,0,5,0,5,5
"E36004081","Market Harborough-Great Bowden and Arden",5,5,5,5,15,5
"E36004082","Market Harborough-Little Bowden",0,0,5,0,5,5
"E36004083","Market Harborough-Logan",0,0,0,0,5,5
"E36004084","Market Harborough-Welland",10,5,5,0,20,5
"E36004085","Misterton",0,0,0,0,0,0
"E36004086","Nevill",0,0,0,0,0,0
"E36004087","Peatling",0,0,0,0,0,0
"E36004088","Thurnby and Houghton",5,5,0,5,5,10
"E36004089","Tilton",0,0,0,0,5,0
"E36004090","Ullesthorpe",0,0,0,0,5,0
"E36004091","Ambien",0,0,0,0,5,0
"E36004092","Barlestone, Nailstone and Osbaston",0,5,0,5,5,5
"E36004093","Barwell",15,15,20,10,35,25
"E36004094","Burbage Sketchley and Stretton",5,5,5,5,15,10
"E36004095","Burbage St Catherines and Lash Hill",10,5,10,5,20,10
"E36004096","Cadeby, Carlton and Market Bosworth with Shackerstone",0,0,5,0,5,0
"E36004097","Earl Shilton",20,10,35,15,55,25
"E36004098","Groby",5,0,5,5,10,5
"E36004099","Hinckley Castle",5,15,20,10,25,25
"E36004100","Hinckley Clarendon",15,10,15,15,30,25
"E36004101","Hinckley De Montfort",10,10,15,10,20,25
"E36004102","Hinckley Trinity",5,5,10,10,20,15
"E36004103","Markfield, Stanton and Fieldhead",0,0,5,0,5,0
"E36004104","Newbold Verdon with Desford and Peckleton",5,5,10,5,15,10
"E36004105","Ratby, Bagworth and Thornton",5,5,5,5,5,10
"E36004106","Twycross and Witherley with Sheepy",0,0,0,0,0,5
"E36004107","Asfordby",5,0,5,5,10,5
"E36004108","Bottesford",0,0,0,0,5,0
"E36004109","Croxton Kerrial",0,0,5,0,5,0
"E36004110","Frisby-on-the-Wreake",0,0,0,0,0,0
"E36004111","Gaddesby",0,0,0,0,0,0
"E36004112","Long Clawson and Stathern",0,0,5,0,0,5
"E36004113","Melton Craven",5,5,5,5,15,10
"E36004114","Melton Dorian",5,5,5,0,5,5
"E36004115","Melton Egerton",10,10,15,5,25,15
"E36004116","Melton Newport",5,10,5,5,10,15
"E36004117","Melton Sysonby",5,5,10,5,15,10
"E36004118","Melton Warwick",0,5,5,5,10,5
"E36004119","Old Dalby",0,0,0,0,0,0
"E36004120","Somerby",0,0,5,0,5,0
"E36004121","Waltham-on-the-Wolds",0,0,0,0,5,0
"E36004122","Wymondham",0,0,0,0,0,0
"E36004123","Appleby",0,0,0,0,0,0
"E36004124","Ashby Castle",0,0,0,0,0,0
"E36004125","Ashby Holywell",5,0,5,0,10,5
"E36004126","Ashby Ivanhoe",5,0,5,0,10,5
"E36004127","Bardon",0,5,0,5,5,5
"E36004128","Breedon",0,0,0,5,5,5
"E36004129","Castle Donington",5,5,10,5,15,15
"E36004130","Coalville",10,5,20,10,30,15
"E36004131","Greenhill",15,10,10,20,25,35
"E36004132","Hugglescote",0,0,5,5,5,5
"E36004133","Ibstock and Heather",5,10,5,5,10,20
"E36004134","Kegworth and Whatton",0,0,0,5,5,0
"E36004135","Measham",10,0,5,5,15,5
"E36004136","Moira",5,0,0,10,15,0
"E36004137","Oakthorpe and Donisthorpe",0,0,0,5,5,0
"E36004138","Ravenstone and Packington",0,0,0,0,0,5
"E36004139","Snibston",10,5,5,5,15,10
"E36004140","Thringstone",5,5,0,5,10,5
"E36004141","Valley",0,0,5,5,5,5
"E36004142","Whitwick",5,0,5,0,10,5
"E36004143","Oadby Brocks Hill",0,5,0,0,5,5
"E36004144","Oadby Grange",0,5,0,5,10,5
"E36004145","Oadby St Peter's",5,5,5,5,5,5
"E36004146","Oadby Uplands",0,0,5,5,5,5
"E36004147","Oadby Woodlands",0,0,5,0,5,5
"E36004148","South Wigston",5,10,10,10,20,20
"E36004149","Wigston All Saints",10,5,5,0,15,5
"E36004150","Wigston Fields",5,5,10,15,15,20
"E36004151","Wigston Meadowcourt",5,5,10,5,5,15
"E36004152","Wigston St Wolstan's",5,5,5,10,5,10
